state,county,01-24,01-28,02-01,02-05,02-09,02-13,02-17,02-21,02-25,02-29,03-04,03-08,03-12,03-16,03-20,03-24,03-28,04-01,04-05,04-09
Tennessee,Carter,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
Illinois,Jefferson,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Oklahoma,Kingfisher,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Texas,Oldham,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Georgia,Clinch,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Wisconsin,Marinette,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
Georgia,Heard,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
Kentucky,McCreary,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
Georgia,Tattnall,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
Missouri,Moniteau,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-1,2,-1
Kentucky,Menifee,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
Michigan,Oscoda,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
Indiana,Vermillion,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,3
Tennessee,Polk,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Michigan,Oceana,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Iowa,Page,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
West Virginia,Roane,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
Oregon,Hood River,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,-1,1
Ohio,Adams,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
Illinois,Logan,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Tennessee,Perry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
Wisconsin,Manitowoc,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Tennessee,Meigs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Wyoming,Crook,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Kentucky,Pendleton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
North Dakota,Walsh,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
Virginia,Surry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
Wyoming,Goshen,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Georgia,Chattahoochee,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
Indiana,Wells,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
New Mexico,Otero,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
Florida,Washington,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
California,Plumas,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
Kentucky,Jackson,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
West Virginia,Taylor,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
New York,Hamilton,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
North Carolina,Jones,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Nebraska,Cass,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Virginia,Waynesboro city,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
Missouri,Bollinger,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
Florida,Gilchrist,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Mississippi,Claiborne,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Missouri,Carter,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-1,0
Minnesota,Waseca,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
Georgia,Franklin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,-2
Illinois,Effingham,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
South Dakota,Bon Homme,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Idaho,Minidoka,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
Kansas,Republic,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Kansas,Ottawa,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
Texas,Llano,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
North Carolina,Mitchell,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Kentucky,Barren,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Nebraska,Colfax,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
Texas,Clay,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
Missouri,Benton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
North Carolina,Warren,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
Ohio,Holmes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Virginia,Lexington city,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Texas,Live Oak,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
North Carolina,Haywood,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
Kentucky,Mason,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Illinois,Saline,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Kentucky,Washington,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
West Virginia,Tucker,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
Tennessee,Giles,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
California,Lake,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Georgia,Webster,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
North Carolina,Pender,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Georgia,Hart,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,-1,0
Florida,Hardee,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Missouri,Pettis,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Kentucky,Perry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Colorado,Saguache,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
Missouri,Webster,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
West Virginia,Randolph,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
Iowa,Des Moines,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,2
Arkansas,Crawford,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
Wisconsin,Bayfield,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
Kentucky,Union,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,-1
Texas,Wise,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
North Carolina,Currituck,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Kansas,Osage,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
Hawaii,Unknown,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,-15,13,-8,-7
Virginia,Richmond,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Nebraska,Custer,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Tennessee,Grainger,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Montana,Ravalli,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
North Dakota,Slope,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Texas,Lynn,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Missouri,Cooper,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
Montana,Glacier,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
South Dakota,Union,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
South Carolina,Dillon,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
Illinois,Shelby,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Alabama,Butler,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
Michigan,Osceola,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,-1
West Virginia,Mineral,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
Georgia,Crawford,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Wisconsin,Oconto,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Texas,Comanche,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Georgia,Elbert,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Kansas,Cloud,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Tennessee,McMinn,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
Iowa,Hancock,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
Virginia,Carroll,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Idaho,Idaho,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
Kentucky,Henry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Oklahoma,Bryan,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
Colorado,Moffat,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,-1
Mississippi,Tallahatchie,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
Indiana,White,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Oklahoma,Texas,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Montana,Carbon,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Iowa,Jefferson,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Virginia,Pulaski,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Iowa,O'Brien,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Tennessee,White,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
Colorado,Costilla,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
Wisconsin,Rusk,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Minnesota,Otter Tail,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Indiana,Carroll,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
South Dakota,Spink,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Michigan,Gogebic,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Alabama,Conecuh,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Michigan,Ogemaw,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
South Carolina,Allendale,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Colorado,Mineral,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Kansas,Osborne,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Iowa,Bremer,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Texas,Robertson,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Minnesota,McLeod,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Kansas,Jewell,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Iowa,Hamilton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Texas,Gonzales,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Virginia,King William,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Nebraska,Cuming,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
North Carolina,Perquimans,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
North Dakota,Burke,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Arkansas,Carroll,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Arkansas,Phillips,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Texas,Leon,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Texas,Kleberg,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Montana,Richland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Tennessee,Stewart,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
West Virginia,Hardy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Minnesota,Kandiyohi,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Kentucky,Greenup,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Tennessee,Lewis,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
North Carolina,Ashe,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Virginia,Mathews,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Missouri,Dallas,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Illinois,Massac,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Oklahoma,Love,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Minnesota,Renville,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Missouri,St. Clair,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Mississippi,Tishomingo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Kentucky,Hancock,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
West Virginia,Nicholas,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Missouri,Gasconade,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
California,Glenn,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
South Dakota,Lyman,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
California,Alpine,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Tennessee,Houston,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,0
Illinois,De Witt,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Wisconsin,Adams,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Illinois,Washington,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Texas,Jim Wells,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Florida,Unknown,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,-2
South Dakota,Charles Mix,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Nebraska,Dawson,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Illinois,Franklin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Illinois,Menard,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Ohio,Scioto,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Illinois,Wabash,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Ohio,Paulding,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Idaho,Bingham,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Georgia,Echols,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Minnesota,Yellow Medicine,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Oklahoma,Choctaw,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Iowa,Lyon,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Texas,Morris,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Kansas,Atchison,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Illinois,Cumberland,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Kentucky,Breathitt,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,-1,0
Kentucky,Meade,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Kansas,Morris,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
West Virginia,Tyler,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Virginia,Alleghany,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Washington,Skamania,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Indiana,Martin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Virginia,Middlesex,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Tennessee,Henderson,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Illinois,Lawrence,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Colorado,Yuma,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Washington,Wahkiakum,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
West Virginia,Brooke,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Idaho,Custer,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Colorado,Custer,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Missouri,Reynolds,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Maine,Aroostook,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Georgia,Towns,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Tennessee,Hickman,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
New Mexico,Lea,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Tennessee,Johnson,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Texas,Gillespie,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Utah,Carbon,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
West Virginia,Wetzel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
California,Del Norte,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Arkansas,Lee,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Texas,Aransas,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,1
Florida,Franklin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
North Carolina,Richmond,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,2
Tennessee,Clay,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Montana,Jefferson,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Texas,Karnes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Arkansas,Prairie,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Alabama,Crenshaw,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Texas,Swisher,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Wisconsin,Waushara,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Iowa,Keokuk,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Wisconsin,Marquette,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Minnesota,Clearwater,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Georgia,Charlton,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Virginia,Giles,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Illinois,Moultrie,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Texas,Martin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Texas,Anderson,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Utah,Emery,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Iowa,Webster,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Pennsylvania,Elk,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Kansas,Cowley,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Indiana,Warren,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Louisiana,Madison,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Utah,Juab,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Kentucky,Grayson,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Tennessee,Claiborne,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Texas,Hutchinson,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Florida,Holmes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Tennessee,Union,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Florida,Union,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Wisconsin,Buffalo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Kansas,Sumner,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Tennessee,Hardin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Tennessee,Wayne,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Indiana,Adams,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Ohio,Monroe,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Texas,Lampasas,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Virginia,Lunenburg,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Kentucky,Lewis,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Wisconsin,Crawford,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Minnesota,Lincoln,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Missouri,Maries,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Ohio,Morgan,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
North Carolina,Alleghany,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Minnesota,Pine,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Virginia,Dinwiddie,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Tennessee,Fentress,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Kansas,Ford,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Virginia,Northampton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Iowa,Chickasaw,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Ohio,Jackson,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Nebraska,Merrick,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Arkansas,Sharp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Arkansas,Pike,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-1,0,0
Idaho,Power,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Texas,Kerr,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
South Dakota,Lake,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Missouri,Ripley,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
North Carolina,Caswell,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Illinois,Mercer,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Wisconsin,Lafayette,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Kansas,Mitchell,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,-1,0
Iowa,Clay,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Colorado,Washington,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Illinois,Coles,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Minnesota,Itasca,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
West Virginia,Upshur,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Missouri,Henry,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Georgia,Wheeler,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
North Carolina,Alexander,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
